"pl_name";"hostname";"sy_mnum";"cb_flag";"disc_year";"pl_orbsmax";"pl_rade";"st_teff";"st_rad";"sy_dist"
"TOI-1448 b";"TOI-1448";0;0;2024;0.0567;2.749;3412;0.38;73.3345
"TOI-1451 b";"TOI-1451";0;0;2024;0.127;2.611;5801;1.02;91.9362
"TOI-1452 b";"TOI-1452";0;0;2022;0.061;1.672;3185;0.28;30.5212
"TOI-1467 b";"TOI-1467";0;0;2024;0.050748;1.92;3776;0.46;37.4418
"TOI-1470 b";"TOI-1470";0;0;2023;0.0285;2.18;3709;0.47;51.9503
"TOI-1470 c";"TOI-1470";0;0;2023;0.106;2.47;3709;0.47;51.9503
"TOI-1472 b";"TOI-1472";0;0;2024;0.065;4.16;5133;0.84;121.84
"TOI-1478 b";"TOI-1478";0;0;2021;0.0903;11.882;5597;1.05;152.892
"TOI-150.01";"TOI-150";0;0;2019;0.07037;14.067;6255;1.53;336.267
"TOI-1518 b";"TOI-1518";0;0;2021;0.0389;21.017;7300;1.95;225.888
"TOI-157 b";"TOI-157";0;0;2020;0.03138;14.415;5404;1.17;355.683
"TOI-1601 b";"TOI-1601";0;0;2021;0.069;14.199;5982;2.2;336.608
"TOI-163 b";"TOI-163";0;0;2019;0.058;16.69;6495;1.65;411.719
"TOI-1630.01";"TOI-1630";0;0;2024;0.101151;2.417;5427;0.83;66.0929
"TOI-1634 b";"TOI-1634";0;0;2021;0.01545;1.773;3472;0.45;35.2736
"TOI-1659.01";"TOI-1659";0;0;2024;0.065757;2.255;5977;1.01;122.494
"TOI-1669 b";"TOI-1669";0;0;2023;1.27;14.1;5497;1.06;111.276
"TOI-1669 c";"TOI-1669";0;0;2024;0.0376;2.296;5497;1.06;111.276
"TOI-1670 b";"TOI-1670";0;0;2022;0.103;2.06;6170;1.32;168.067
"TOI-1670 c";"TOI-1670";0;0;2022;0.249;11.063;6170;1.32;168.067
"TOI-1680 b";"TOI-1680";0;0;2023;0.03144;1.466;3225;0.21;37.2209
"TOI-1683.01";"TOI-1683";0;0;2024;0.036508;2.638;4402;0.7;51.1884
"TOI-1685 b";"TOI-1685";0;0;2021;0.01138;1.468;3575;0.46;37.6153
"TOI-169 b";"TOI-169";0;0;2020;0.03524;12.173;5880;1.29;407.84
"TOI-1691 b";"TOI-1691";0;0;2024;0.129365;3.66;5642;1.01;111.445
"TOI-1693 b";"TOI-1693";0;0;2022;0.0226;1.41;3499;0.46;30.7947
"TOI-1694 b";"TOI-1694";0;0;2023;0.045;5.342;5058;0.8;124.68
"TOI-1694 c";"TOI-1694";0;0;2023;0.1;13.8;5058;0.8;124.68
"TOI-1695 b";"TOI-1695";0;0;2022;0.033548;1.9;3690;0.52;45.1309
"TOI-1696 b";"TOI-1696";0;0;2022;0.0229;3.09;3185;0.28;64.9172
"TOI-1710 b";"TOI-1710";0;0;2022;0.166;5.203;5684;0.96;81.2271
"TOI-1716.01";"TOI-1716";0;0;2024;0.080496;3.143;5877;1.22;104.158
"TOI-172 b";"TOI-172";0;0;2019;0.0914;10.817;5645;1.78;342.831
"TOI-1723 b";"TOI-1723";0;0;2024;0.113496;3.435;5743;1.09;100.727
"TOI-1728 b";"TOI-1728";0;0;2020;0.0391;5.05;3980;0.62;60.798
"TOI-1736 b";"TOI-1736";0;0;2023;0.073;3.182;5636;1.43;88.9482
"TOI-1736 c";"TOI-1736";0;0;2023;1.37;12.5;5636;1.43;88.9482
"TOI-1739 b";"TOI-1739";0;0;2024;0.073872;1.946;4922;0.75;70.9819
"TOI-1742 b";"TOI-1742";0;0;2024;0.154;2.365;5815;1.13;72.8871
"TOI-1744.01";"TOI-1744";0;0;2024;0.164086;2.68;6179;1.14;114.39
"TOI-1749 b";"TOI-1749";0;0;2021;0.0291;1.39;3985;0.55;99.5561
"TOI-1749 c";"TOI-1749";0;0;2021;0.0443;2.12;3985;0.55;99.5561
"TOI-1749 d";"TOI-1749";0;0;2021;0.0707;2.52;3985;0.55;99.5561
"TOI-1751 b";"TOI-1751";0;0;2024;0.215;2.951;5970;1.31;113.335
"TOI-1753 b";"TOI-1753";0;0;2024;0.059;2.479;5621;0.97;226.671
"TOI-1758 b";"TOI-1758";0;0;2024;0.141409;3.62;5151;0.82;96.6215
"TOI-1759 b";"TOI-1759";0;0;2022;0.1177;3.14;3930;0.57;40.0654
"TOI-1768.01";"TOI-1768";0;0;2024;0.076381;3.453;5994;1.1;157.597
"TOI-1772.01";"TOI-1772";0;0;2024;0.078375;2.905;5583;1.0;97.7562
"TOI-1775 b";"TOI-1775";0;0;2024;0.08;8.047;5284;0.83;149.234
"TOI-1776 b";"TOI-1776";0;0;2024;0.0378;1.216;5785;0.94;44.647
"TOI-1777.01";"TOI-1777";0;0;2024;0.119466;2.246;5859;0.98;79.7665
"TOI-178 b";"TOI-178";0;0;2021;0.02607;1.152;4316;0.65;62.699
"TOI-178 c";"TOI-178";0;0;2021;0.037;1.669;4316;0.65;62.699
"TOI-178 d";"TOI-178";0;0;2021;0.0592;2.572;4316;0.65;62.699
"TOI-178 e";"TOI-178";0;0;2021;0.0783;2.207;4316;0.65;62.699
"TOI-178 f";"TOI-178";0;0;2021;0.1039;2.287;4316;0.65;62.699
"TOI-178 g";"TOI-178";0;0;2021;0.1275;2.87;4316;0.65;62.699
"TOI-1782.01";"TOI-1782";0;0;2024;0.05024;2.368;4336;0.67;95.2649
"TOI-1782.02";"TOI-1782";0;0;2024;0.025739;1.839;4336;0.67;95.2649
"TOI-1789 b";"TOI-1789";0;0;2021;0.04882;16.141;5991;2.17;229.067
"TOI-1794 b";"TOI-1794";0;0;2024;0.082;3.297;5631;1.32;155.791
"TOI-1798.01";"TOI-1798";0;0;2024;0.074984;2.448;5106;0.79;113.181
"TOI-1798.02";"TOI-1798";0;0;2024;0.010789;1.464;5106;0.79;113.181
"TOI-1799 b";"TOI-1799";0;0;2024;0.072502;1.642;5698;0.95;62.1274
"TOI-1801 b";"TOI-1801";0;0;2023;0.075;2.079;3863;0.55;30.6796
"TOI-1806.01";"TOI-1806";0;0;2024;0.087735;3.41;3272;0.4;55.5211
"TOI-1807 b";"TOI-1807";0;0;2021;0.0122;1.497;4914;0.75;42.5775
"TOI-181 b";"TOI-181";0;0;2023;0.0539;6.956;4994;0.74;96.2338
"TOI-1811 b";"TOI-1811";0;0;2023;0.04389;11.142;4766;0.77;128.23
"TOI-1820 b";"TOI-1820";0;0;2022;0.061;12.778;5734;1.51;248.504
"TOI-1823 b";"TOI-1823";0;0;2024;0.212;7.541;4927;0.8;71.6456
"TOI-1824 b";"TOI-1824";0;0;2024;0.151;2.744;5165;0.81;59.4314
"TOI-1836 b";"TOI-1836";0;0;2024;0.157;8.281;6237;1.63;191.649
"TOI-1836 c";"TOI-1836";0;0;2024;0.03089;2.6;6237;1.63;191.649
"TOI-1842 b";"TOI-1842";0;0;2021;0.1;12.349;6039;2.03;223.465
"TOI-1853 b";"TOI-1853";0;0;2023;0.0213;3.46;4985;0.81;165.105
"TOI-1855 b";"TOI-1855";0;0;2024;0.02398;18.495;5359;1.04;176.833
"TOI-1859 b";"TOI-1859";0;0;2023;0.337;9.752;6341;1.4;224.385
"TOI-1860 b";"TOI-1860";0;0;2022;0.0204;1.31;5752;0.94;45.864
"TOI-1883 b";"TOI-1883";0;0;2024;0.0468;5.65;3477;0.49;115.369
"TOI-1898 b";"TOI-1898";0;0;2024;0.269;9.396;6241;1.61;79.6682
"TOI-1899 b";"TOI-1899";0;0;2020;0.1525;11.097;3926;0.61;128.438
"TOI-1937 A b";"TOI-1937 A";0;0;2023;0.01932;13.978;5814;1.08;415.135
"TOI-198 b";"TOI-198";0;0;2023;0.1;1.44;3650;0.44;23.7262
"TOI-199 b";"TOI-199";0;0;2023;0.4254;9.079;5255;0.82;102.27
"TOI-199 c";"TOI-199";0;0;2023;0.807;11.4;5255;0.82;102.27
"TOI-1994 b";"TOI-1994";0;0;2024;0.0613;13.675;7700;2.3;515.603
"TOI-2000 b";"TOI-2000";0;0;2023;0.04271;2.7;5611;1.13;175.713
"TOI-2000 c";"TOI-2000";0;0;2023;0.0878;8.14;5611;1.13;175.713
"TOI-201 b";"TOI-201";0;0;2021;0.3;11.299;6394;1.32;113.825
"TOI-2010 b";"TOI-2010";0;0;2023;0.5516;11.814;5929;1.08;109.19
"TOI-2015 b";"TOI-2015";0;0;2023;0.0301;3.39;3194;0.33;47.3444
"TOI-2019 b";"TOI-2019";0;0;2024;0.128;5.333;5626;1.75;198.007
"TOI-2025 b";"TOI-2025";0;0;2022;0.0892;11.893;5977;1.46;335.985
"TOI-206 b";"TOI-206";0;0;2022;0.0112;1.3;3383;0.35;47.7465
"TOI-2068 b";"TOI-2068";0;0;2024;0.0632;1.821;3710;0.54;52.9328
"TOI-2076 b";"TOI-2076";0;0;2021;0.088;2.771;5192;0.8;41.9091
"TOI-2076 c";"TOI-2076";0;0;2021;0.142;3.694;5192;0.8;41.9091
"TOI-2076 d";"TOI-2076";0;0;2021;0.199;3.431;5192;0.8;41.9091
"TOI-2081 b";"TOI-2081";0;0;2022;0.0752;2.04;3800;0.53;62.3446
"TOI-2084 b";"TOI-2084";0;0;2023;0.05006;2.47;3551;0.48;114.549
"TOI-2088 b";"TOI-2088";0;0;2024;0.472;3.683;5081;0.85;126.46
"TOI-2095 b";"TOI-2095";0;0;2023;0.101;1.25;3759;0.44;41.9176
"TOI-2095 c";"TOI-2095";0;0;2023;0.137;1.33;3759;0.44;41.9176
"TOI-2096 b";"TOI-2096";0;0;2023;0.025;1.243;3300;0.24;48.4809
"TOI-2096 c";"TOI-2096";0;0;2023;0.04;1.914;3300;0.24;48.4809
"TOI-2107 b";"TOI-2107";0;0;2024;0.03515;13.574;5627;0.93;236.705
"TOI-2109 b";"TOI-2109";0;0;2021;0.01791;15.098;6540;1.7;262.041
"TOI-2120 b";"TOI-2120";0;0;2024;0.0377;2.122;3131;0.25;32.1755
"TOI-2128 b";"TOI-2128";0;0;2024;0.127;2.089;5968;1.12;36.578
"TOI-2134 b";"TOI-2134";0;0;2023;0.078;2.69;4580;0.71;22.6202
"TOI-2134 c";"TOI-2134";0;0;2023;0.371;7.27;4580;0.71;22.6202
"TOI-2136 b";"TOI-2136";0;0;2022;0.057;2.19;3342;0.34;33.3631
"TOI-2141 b";"TOI-2141";0;0;2023;0.133;3.05;5659;0.98;77.682
"TOI-2145 b";"TOI-2145";0;0;2023;0.111;12.419;6200;2.75;224.731
"TOI-2152 A b";"TOI-2152";0;0;2023;0.05064;14.359;6630;1.61;303.006
"TOI-2154 b";"TOI-2154";0;0;2023;0.0513;16.287;6280;1.4;296.46
"TOI-2158 b";"TOI-2158";0;0;2022;0.075;10.761;5673;1.41;198.473
"TOI-216.01";"TOI-216";0;0;2019;0.2069;10.1;5026;0.75;177.945
"TOI-216.02";"TOI-216";0;0;2019;0.1293;8.0;5026;0.75;177.945
"TOI-2180 b";"TOI-2180";0;0;2022;0.828;11.321;5695;1.64;116.685
"TOI-2193 A b";"TOI-2193 A";0;0;2022;0.03319;19.84;5966;1.25;337.064
"TOI-2196 b";"TOI-2196";0;0;2022;0.02234;3.51;5634;1.04;259.947
"TOI-220 b";"TOI-220";0;0;2021;0.08911;3.03;5298;0.86;90.7402
"TOI-2202 b";"TOI-2202";0;0;2021;0.09564;11.321;5144;0.79;235.933
"TOI-2202 c";"TOI-2202";0;0;2021;0.15544;13.4;5144;0.79;235.933
"TOI-2207 b";"TOI-2207";0;0;2022;0.0854;11.153;6101;1.56;373.345
"TOI-2211.01";"TOI-2211";0;0;2024;0.04011;1.561;5253;0.83;70.2932
"TOI-2236 b";"TOI-2236";0;0;2022;0.05009;14.37;6248;1.57;355.59
"TOI-2257 b";"TOI-2257";0;0;2021;0.145;2.194;3430;0.31;57.7911
"TOI-2260 b";"TOI-2260";0;0;2022;0.0097;1.62;5534;0.94;101.251
"TOI-2266 b";"TOI-2266";0;0;2024;0.02;1.54;3200;0.24;51.6004
"TOI-2274 b";"TOI-2274";0;0;2024;0.05;2.45;3943;0.63;48.876
"TOI-2285 b";"TOI-2285";0;0;2021;0.1363;1.74;3491;0.46;42.409
"TOI-2338 b";"TOI-2338";0;0;2023;0.158;11.209;5581;1.05;313.996
"TOI-2364 b";"TOI-2364";0;0;2023;0.04871;8.608;5306;0.89;219.614
"TOI-2368 b";"TOI-2368";0;0;2024;0.05649;10.839;5360;0.85;210.915
"TOI-237 b";"TOI-237";0;0;2020;0.0341;1.44;3212;0.21;38.0749
"TOI-2373 b";"TOI-2373";0;0;2023;0.112;10.424;5651;1.1;508.686
"TOI-2374 b";"TOI-2374";0;0;2024;0.0471;6.81;4802;0.69;134.655
"TOI-2379 b";"TOI-2379";0;0;2024;0.05263;11.725;3707;0.62;211.247
"TOI-238 b";"TOI-238";0;0;2024;0.0212;1.612;5080;0.75;80.5407
"TOI-238 c";"TOI-238";0;0;2024;0.0749;2.18;5059;0.73;80.5407
"TOI-2384 b";"TOI-2384";0;0;2024;0.02793;11.489;3943;0.61;191.51
"TOI-2406 b";"TOI-2406";0;0;2021;0.02267;2.86;3100;0.2;55.419
"TOI-2411 b";"TOI-2411";0;0;2022;0.0144;1.68;4099;0.68;59.5362
"TOI-2416 b";"TOI-2416";0;0;2023;0.0831;9.864;5808;1.24;557.733
"TOI-2420 b";"TOI-2420";0;0;2024;0.0684;15.02;5707;2.37;435.174
"TOI-2421 b";"TOI-2421";0;0;2022;0.0543;10.368;5607;1.75;327.927
"TOI-2427 b";"TOI-2427";0;0;2022;0.0202;1.8;4072;0.65;28.5147
"TOI-244 b";"TOI-244";0;0;2023;0.0559;1.52;3433;0.43;22.0337
"TOI-2445 b";"TOI-2445";0;0;2022;0.0064;1.25;3333;0.27;48.582
"TOI-2447 b";"TOI-2447";0;0;2024;0.347;9.606;5730;1.01;148.987
"TOI-2458 b";"TOI-2458";0;0;2024;0.0482;2.83;6005;1.31;112.958
"TOI-2458 c";"TOI-2458";0;0;2024;0.129;3.18;6005;1.31;112.958
"TOI-2485 b";"TOI-2485";0;0;2024;0.1093;12.139;6016;1.72;397.953
"TOI-2497 b";"TOI-2497";0;0;2023;0.1166;11.142;7360;2.36;285.289
"TOI-2498 b";"TOI-2498";0;0;2023;0.0491;6.06;5905;1.26;275.265
"TOI-251 b";"TOI-251";0;0;2021;0.05741;2.74;5875;0.88;99.523
"TOI-2524 b";"TOI-2524";0;0;2023;0.073;11.209;5831;1.12;438.842
"TOI-2525 b";"TOI-2525";0;0;2023;0.1511;8.676;5096;0.79;395.398
"TOI-2525 c";"TOI-2525";0;0;2023;0.249;10.133;5096;0.79;395.398
"TOI-2529 b";"TOI-2529";0;0;2024;0.327;11.545;5802;1.7;296.271
"TOI-2567 b";"TOI-2567";0;0;2022;0.0672;10.929;5611;1.69;504.775
"TOI-257 b";"TOI-257";0;0;2021;0.1528;7.163;6095;1.87;76.9028
"TOI-2570 b";"TOI-2570";0;0;2022;0.04145;13.641;5771;1.09;361.857
"TOI-2580 b";"TOI-2580";0;0;2024;0.048;17.374;6120;1.81;379.253
"TOI-2583 A b";"TOI-2583 A";0;0;2023;0.0571;14.46;5936;1.48;566.189
"TOI-2587 A b";"TOI-2587 A";0;0;2023;0.0635;12.072;5760;1.73;373.675
"TOI-2589 b";"TOI-2589";0;0;2023;0.3;12.106;5579;1.07;200.273
"TOI-260 b";"TOI-260";0;0;2024;0.0943;1.71;4026;0.55;20.1852
"TOI-261.01";"TOI-261";0;0;2024;0.034792;3.045;5890;1.28;114.495
"TOI-262 b";"TOI-262";0;0;2023;0.163;2.07;5310;0.85;43.932
"TOI-2641 b";"TOI-2641";0;0;2023;0.0607;18.103;6100;1.34;344.045
"TOI-269 b";"TOI-269";0;0;2021;0.0345;2.77;3514;0.4;57.0225
"TOI-270 b";"TOI-270";0;0;2019;0.03197;1.206;3506;0.38;22.4793
"TOI-270 c";"TOI-270";0;0;2019;0.04526;2.355;3506;0.38;22.4793
"TOI-270 d";"TOI-270";0;0;2019;0.0721;2.133;3506;0.38;22.4793
"TOI-2714 b";"TOI-2714";0;0;2024;0.036;13.72;5665;1.25;597.873
"TOI-2768 b";"TOI-2768";0;0;2024;0.027;2.63;4008;0.66;78.4525
"TOI-277 b";"TOI-277";0;0;2022;0.0269;2.65;4031;0.36;64.6692
"TOI-2796 b";"TOI-2796";0;0;2023;0.0569;17.262;5764;1.07;350.343
"TOI-2803 A b";"TOI-2803 A";0;0;2023;0.03185;18.114;6280;1.25;494.818
"TOI-2818 b";"TOI-2818";0;0;2023;0.0493;15.278;5721;1.23;312.674
"TOI-2842 b";"TOI-2842";0;0;2023;0.0475;12.845;5910;1.27;460.995
"TOI-286 b";"TOI-286";0;0;2024;0.0503;1.42;5152;0.78;59.2293
"TOI-286 c";"TOI-286";0;0;2024;0.213;1.88;5152;0.78;59.2293
"TOI-2981 b";"TOI-2981";0;0;2024;0.048;13.4;5940;1.08;527.789
"TOI-3023 b";"TOI-3023";0;0;2023;0.0505;16.432;5760;1.67;389.916
"TOI-3071 b";"TOI-3071";0;0;2024;0.0249;7.16;6177;1.31;485.219
"TOI-3235 b";"TOI-3235";0;0;2023;0.02709;11.4;3389;0.37;72.811
"TOI-3261 b";"TOI-3261";0;0;2024;0.01714;3.82;5068;0.85;300.141
"TOI-329 b";"TOI-329";0;0;2024;0.0638;4.941;5614;1.53;284.388
"TOI-332 b";"TOI-332";0;0;2023;0.0159;3.2;5251;0.87;222.852
"TOI-3321 b";"TOI-3321";0;0;2024;0.047;15.558;5850;1.55;285.895
"TOI-3331 A b";"TOI-3331 A";0;0;2022;0.03144;12.98;5609;0.95;217.193
"TOI-3353.01";"TOI-3353";0;0;2024;0.060118;2.667;6365;1.02;78.7577
"TOI-3362 b";"TOI-3362";0;0;2021;0.153;12.801;6532;1.83;366.987
"TOI-3364 b";"TOI-3364";0;0;2023;0.0675;12.229;5706;1.42;277.899
"TOI-3568 b";"TOI-3568";0;0;2024;0.0485;5.3;4969;0.72;197.906
"TOI-3629 b";"TOI-3629";0;0;2022;0.043;8.295;3870;0.6;130.091
"TOI-3688 A b";"TOI-3688 A";0;0;2023;0.0456;13.081;5950;1.3;396.378
"TOI-3693 b";"TOI-3693";0;0;2022;0.0813;12.599;5321;0.79;176.436
"TOI-3714 b";"TOI-3714";0;0;2022;0.027;11.321;3660;0.51;112.71
"TOI-3757 b";"TOI-3757";0;0;2022;0.03845;12.0;3913;0.62;181.139
"TOI-3785 b";"TOI-3785";0;0;2023;0.043;5.14;3576;0.5;79.7634
"TOI-3807 b";"TOI-3807";0;0;2023;0.0421;18.495;5772;1.47;421.745
"TOI-3819 b";"TOI-3819";0;0;2023;0.04611;13.137;5859;1.54;558.141
"TOI-3884 b";"TOI-3884";0;0;2022;0.0361;6.43;3180;0.3;43.1448
"TOI-3894 b";"TOI-3894";0;0;2024;0.05354;15.278;6000;1.5;417.365
"TOI-3912 b";"TOI-3912";0;0;2023;0.0463;14.28;5725;1.39;465.992
"TOI-3919 b";"TOI-3919";0;0;2024;0.0795;12.319;6100;1.32;604.591
"TOI-3976 A b";"TOI-3976 A";0;0;2023;0.0743;12.274;5975;1.5;516.087
"TOI-3984 A b";"TOI-3984 A";0;0;2023;0.041;7.9;3476;0.47;108.883
"TOI-4010 b";"TOI-4010";0;0;2023;0.0229;3.02;4960;0.83;177.504
"TOI-4010 c";"TOI-4010";0;0;2023;0.058;5.93;4960;0.83;177.504
"TOI-4010 d";"TOI-4010";0;0;2023;0.113;6.18;4960;0.83;177.504
"TOI-4010 e";"TOI-4010";0;0;2023;1.57;13.3;4960;0.83;177.504
"TOI-406 c";"TOI-406";0;0;2024;0.0322;1.32;3392;0.41;31.0597
"TOI-406.01";"TOI-406";0;0;2024;0.0809;2.08;3392;0.41;31.0597
"TOI-4087 b";"TOI-4087";0;0;2023;0.04469;13.047;6060;1.11;301.676
"TOI-411 b";"HD 22946";0;0;2022;0.05727;1.362;6169;1.12;62.7792
"TOI-411 c";"HD 22946";0;0;2022;0.1017;2.328;6169;1.12;62.7792
"TOI-4127 b";"TOI-4127";0;0;2023;0.3081;12.285;6096;1.29;319.632
"TOI-4137 b";"TOI-4137";0;0;2022;0.05222;13.574;6202;1.44;334.993
"TOI-4145 A b";"TOI-4145 A";0;0;2023;0.04823;13.305;5281;0.86;205.387
"TOI-4153 b";"TOI-4153";0;0;2024;0.06311;16.119;6860;1.6;423.84
"TOI-4184 b";"TOI-4184";0;0;2023;0.0336;2.43;3238;0.23;69.3649
"TOI-4201 b";"TOI-4201";0;0;2023;0.04;13.675;3794;0.63;189.011
"TOI-421 b";"TOI-421";0;0;2020;0.0554;2.64;5291;0.87;74.7969
"TOI-421 c";"TOI-421";0;0;2020;0.117;5.09;5291;0.87;74.7969
"TOI-431 b";"TOI-431";0;0;2021;0.0113;1.28;4850;0.73;32.5686
"TOI-431 c";"TOI-431";0;0;2021;0.052;1.49;4850;0.73;32.5686
"TOI-431 d";"TOI-431";0;0;2021;0.098;3.29;4850;0.73;32.5686
"TOI-4336 A b";"TOI-4336 A";0;0;2024;0.0872;2.12;3298;0.33;22.5455
"TOI-4342 b";"TOI-4342";0;0;2023;0.05251;2.266;3901;0.6;61.5204
"TOI-4342 c";"TOI-4342";0;0;2023;0.0814;2.415;3901;0.6;61.5204
"TOI-4377 b";"TOI-4377";0;0;2023;0.0579;15.11;4974;3.52;455.82
"TOI-4406 b";"TOI-4406";0;0;2023;0.201;11.209;6219;1.29;261.834
"TOI-4438 b";"TOI-4438";0;0;2024;0.0534;2.52;3422;0.37;30.0346
"TOI-444 b";"TOI-444";0;0;2023;0.133;2.77;5225;0.78;57.3973
"TOI-4443.01";"TOI-4443";0;0;2024;0.029963;1.719;5834;1.02;56.0739
"TOI-4463 A b";"TOI-4463 A";0;0;2023;0.04036;13.26;5640;1.06;173.117
"TOI-4479 b";"TOI-4479";0;0;2022;0.0164;2.82;3400;0.45;80.6532
"TOI-4495.01";"TOI-4495";0;0;2024;0.061733;3.63;6156;1.34;132.214
"TOI-4504 b";"TOI-4504";0;0;2024;0.03392;2.691;5315;0.92;342.605
"TOI-4504 c";"TOI-4504";0;0;2024;0.3569;11.097;5315;0.92;342.605
"TOI-4504 d";"TOI-4504";0;0;2024;0.2219;13.6;5315;0.92;342.605
"TOI-451 b";"TOI-451";0;0;2020;0.0283;1.91;5550;0.88;123.739
"TOI-451 c";"TOI-451";0;0;2020;0.0823;3.1;5550;0.88;123.739
"TOI-451 d";"TOI-451";0;0;2020;0.1208;4.07;5550;0.88;123.739
"TOI-4515 b";"TOI-4515";0;0;2024;0.118;12.17;5433;0.86;193.499
"TOI-4527.01";"TOI-4527";0;0;2024;0.008332;0.909;3702;0.49;18.1037
"TOI-4551 b";"TOI-4551";0;0;2023;0.0994;11.859;4896;3.55;215.986
"TOI-4559 b";"TOI-4559";0;0;2024;0.0359;1.415;3558;0.37;31.6354
"TOI-4562 b";"TOI-4562";0;0;2023;0.768;12.53;6096;1.15;339.605
"TOI-4562 c";"TOI-4562";0;0;2024;5.219;12.8;6096;1.15;339.605
"TOI-4600 b";"TOI-4600";0;0;2023;0.349;6.8;5170;0.81;216.056
"TOI-4600 c";"TOI-4600";0;0;2023;1.152;9.42;5170;0.81;216.056
"TOI-4602.01";"TOI-4602";0;0;2024;0.050997;2.55;6012;1.16;63.0637
"TOI-4603 b";"TOI-4603";0;0;2023;0.0888;11.68;6264;2.74;225.643
"TOI-4633 c";"TOI-4633";0;0;2024;0.847;3.2;5800;1.05;95.2016
"TOI-4638.01";"TOI-4638";0;0;2024;0.093013;2.933;5700;0.89;168.248
"TOI-4641 b";"TOI-4641";0;0;2023;0.173;8.183;6560;1.72;86.3501
"TOI-470 b";"TOI-470";0;0;2023;0.119;4.34;5190;0.83;130.46
"TOI-4791 b";"TOI-4791";0;0;2023;0.0555;12.442;6058;1.41;328.802
"TOI-480 b";"TOI-480";0;0;2024;0.077;2.854;6174;1.49;54.5306
"TOI-481 b";"TOI-481";0;0;2020;0.097;11.097;5735;1.66;179.366
"TOI-4860 b";"TOI-4860";0;0;2023;0.01808;8.7;3260;0.36;80.1423
"TOI-4914 b";"TOI-4914";0;0;2024;0.098;12.87;5805;1.0;299.89
"TOI-4994 b";"TOI-4994";0;0;2024;0.1515;8.541;5640;1.06;329.304
"TOI-500 b";"TOI-500";0;0;2022;0.01189;1.166;4440;0.68;47.3924
"TOI-5005 b";"TOI-5005";0;0;2024;0.06614;6.25;5749;0.93;207.891
"TOI-5082.01";"TOI-5082";0;0;2024;0.051205;2.548;5670;0.93;43.1406
"TOI-5108 b";"TOI-5108";0;0;2025;0.073;6.6;5808;1.29;130.919
"TOI-5126 b";"TOI-5126";0;0;2023;0.06519;4.74;6150;1.24;160.414
"TOI-5126 c";"TOI-5126";0;0;2023;0.1439;3.86;6150;1.24;160.414
"TOI-5153 b";"TOI-5153";0;0;2022;0.158;11.882;6300;1.4;390.484
"TOI-519 b";"TOI-519";0;0;2021;0.0159;11.545;3322;0.35;115.557
"TOI-5205 b";"TOI-5205";0;0;2023;0.0199;11.6;3430;0.39;86.4493
"TOI-5218 b";"TOI-5218";0;0;2024;0.0469;9.86;4230;0.71;377.483
"TOI-5232 b";"TOI-5232";0;0;2024;0.05593;12.778;6212;1.79;609.388
"TOI-5293 A b";"TOI-5293 A";0;0;2023;0.034;11.9;3586;0.52;162.229
"TOI-530 b";"TOI-530";0;0;2021;0.052;9.303;3688;0.54;148.762
"TOI-5301 b";"TOI-5301";0;0;2024;0.073;13.092;6418;2.18;629.161
"TOI-5319 b";"TOI-5319";0;0;2024;0.0506;2.83;3580;0.49;61.171
"TOI-532 b";"TOI-532";0;0;2021;0.0296;5.82;3927;0.61;135.047
"TOI-5344 b";"TOI-5344";0;0;2023;0.04041;10.604;3747;0.59;138.367
"TOI-5388.01";"TOI-5388";0;0;2024;0.024336;1.894;3495;0.31;18.5226
"TOI-5398 b";"TOI-5398";0;0;2022;0.098;10.3;6000;1.05;130.855
"TOI-5398 c";"TOI-5398";0;0;2023;0.057;3.52;6000;1.05;130.855
"TOI-540 b";"TOI-540";0;0;2020;0.01223;0.903;3216;0.19;14.0022
"TOI-544 b";"TOI-544";0;0;2022;0.0225;2.018;4169;0.62;41.1166
"TOI-5542 b";"TOI-5542";0;0;2022;0.332;11.31;5700;1.06;348.849
"TOI-558 b";"TOI-558";0;0;2021;0.1291;12.173;6466;1.5;402.63
"TOI-559 b";"TOI-559";0;0;2021;0.0723;12.229;5925;1.23;233.266
"TOI-561 b";"TOI-561";0;0;2020;0.0106;1.425;5342;0.84;85.799
"TOI-561 c";"TOI-561";0;0;2020;0.0884;2.91;5342;0.84;85.799
"TOI-561 d";"TOI-561";0;0;2020;0.158;2.82;5342;0.84;85.799
"TOI-561 e";"TOI-561";0;0;2020;0.328;2.55;5342;0.84;85.799
"TOI-5616 b";"TOI-5616";0;0;2024;0.0272;10.78;3996;0.65;390.415
"TOI-5634 A b";"TOI-5634 A";0;0;2024;0.0272;10.42;3896;0.54;306.144
"TOI-564 b";"TOI-564";0;0;2020;0.02734;11.433;5640;1.09;199.581
"TOI-5678 b";"TOI-5678";0;0;2023;0.249;4.91;5485;0.94;165.393
"TOI-5688 A b";"TOI-5688 A";0;0;2024;0.03379;10.3;3713;0.58;226.318
"TOI-5713 b";"TOI-5713";0;0;2024;0.06008;1.77;3225;0.3;40.8668
"TOI-5720 b";"TOI-5720";0;0;2024;0.018288;1.09;3325;0.38;35.8256
"TOI-5726.01";"TOI-5726";0;0;2024;0.062186;2.554;5874;1.11;108.848
"TOI-5786 b";"TOI-5786";0;0;2025;0.114;8.54;6235;1.36;192.475
"TOI-5799 b";"TOI-5799";0;0;2024;0.034901;1.858;3514;0.34;27.8123
